,smiles_huckel_DFT_xyz
51184,CC#N->[Fe+2]123(<-[C-]#[O+])<-[O-]C(c4ccccc4P->1(c1ccccc1)c1ccccc1)C([O-]->2)c1ccccc1P->3(c1ccccc1)c1ccccc1
51185,CCC(C)c1ccc2ccc3ccc(C(C)CC)n4->[Au+3](<-[Cl-])(<-[Cl-])(<-[Cl-])<-n1c2c34
51186,CCP(CC)(CC)->[Pt+4](<-[Br-])(<-[Br-])(<-[Br-])(<-[c-]1ccc(Br)c2ccc(Br)cc21)<-P(CC)(CC)CC
51188,CC(C)P1(CCP(C(C)C)(C(C)C)->[Pd+2]<-1(<-[Cl-])<-[Cl-])C(C)C
51190,CS1c2ccc3ccccc3c2-[c-]23->[Rh+3]<-14567(<-[c-]1ccccc1-c1ccccn->41)<-c(c->52C)c->61ccccc->713
51195,Cc1ccc(C(=O)[O-]->[Zn+2](<-[O-]C(=O)c2ccc(C)cc2)(<-n2[nH]c(C)cc2C)<-n2[nH]c(C)cc2C)cc1
51196,CP(C)(C)->[Co+]12(<-[CH-](C=CCP->1(c1ccccc1)c1ccccc1)P->2(c1ccccc1)c1ccccc1)<-P(C)(C)C
51197,CP(C)(C)->[Co+]1(<-[CH-]=CCP->1(c1ccccc1)c1ccccc1)(<-P(C)(C)C)<-P(C)(C)C
51198,CC(C)(C)P1(Cc2cccc3CN(C)(C)->[Pd+2]<-1(<-[Cl-])<-[c-]32)C(C)(C)C
51199,Cc1cc(C)n(->[Zn+2](<-[O-]C(=O)c2ccc([N+](=O)[O-])cc2)(<-[O-]C(=O)c2ccc([N+](=O)[O-])cc2)<-n2[nH]c(C)cc2C)[nH]1
51200,CCN1(CC)Cc2cccc3CP(C(C)(C)C)(C(C)(C)C)->[Pd+2]<-1(<-[Cl-])<-[c-]23
51201,CCCN1(CCC)Cc2cccc3CP(C(C)(C)C)(C(C)(C)C)->[Pd+2]<-1(<-[Cl-])<-[c-]23
51202,CC(C)(C)P1(Cc2cccc3CN(C)(C)->[Pd+2]<-1(<-[I-])<-[c-]32)C(C)(C)C
51203,CCN1(CC)Cc2cccc3CP(C(C)(C)C)(C(C)(C)C)->[Pd+2]<-1(<-[I-])<-[c-]23
51204,CCCN1(CCC)Cc2cccc3CP(C(C)(C)C)(C(C)(C)C)->[Pd+2]<-1(<-[I-])<-[c-]23
51205,C[C-](=O)->[Pt+4]12(<-[Cl-])(<-[C-](C)=O)<-n3cccc4cccc([Si-]->1(C)c1cccc5cccn->2c15)c43
51206,CC(c1ccccc1)N1C=CN2c3cc(C(C)(C)C)cc(C(C)(C)C)c3[O-]->[Ru+2]34567(<-[Cl-])(<-[C]21)<-c1c->3c->4(C(C)C)c->5c->6c->71C
51207,COc1ccc2[O-]->[V+5]34(<-[O-2])(<-O=C(N[O-]->3)c3ccccc3)<-[O-]C(=NN->4=Cc2c1)c1ccccc1O
51208,COc1ccc(C2=NN3=Cc4cc(Cl)cc(Cl)c4[O-]->[V+5]<-34(<-[O-2])(<-O=C(N[O-]->4)c3ccccc3)<-[O-]2)cc1
51209,CC(C)CC1N->[Ru+2]23(<-[O-]C1=O)(<-n1ccccc1-c1cccc(-c4ccccn->24)n->31)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
51210,[Cl-]->[Ru+2]1234(<-c5c->1c->2[cH-]->3c->45)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccn1
51211,Cc1cc(C)n2->[W+2]34(<-[I-])(<-[C-]#[O+])(<-C(c5ccccc5)#C->3C(C)C(O)c3ccccc3)<-n3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)n->41
51212,N#[C-]->[Ru+2]1234(<-c5c->1c->2[cH-]->3c->45)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccn1
51213,S=C=[N-]->[Ru+2]1234(<-c5c->1c->2[cH-]->3c->45)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccn1
51214,Cn1ccc(N)n2->[Ag+](<-n3cn(C)c4ncnc(N)c43)<-O=c12.O
51217,CC(C)(C)P1(CCP(C(C)(C)C)(C(C)(C)C)->[Ni+2]<-12<-[O-]C(=O)[O-]->2)C(C)(C)C
51218,Cc1ccc2-c3ccc(C)cn3->[Ru+2]34(<-[O-]c5ccccc5C5=N->3C(C(C)C)CO5)(<-n3ccccc3-c3ccccn->43)<-n2c1
51221,[Cl-]->[Pd+2]1(<-[Cl-])<-P(CC(c2ccccc2)P->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
51222,CC1c2c3ccccc3cc[c-]2->[Pd+2](<-[Cl-])(<-N1(C)C)<-P(C=Cc1ccccc1)(c1ccccc1)c1ccccc1
51224,CC(C)n1ccn2Cn3ccn(C(C)C)c3=S->[Rh+3]3456(<-[Cl-])(<-S=c21)<-c1(C)c->3(C)c->4(C)[c-]->5(C)c->61C
51225,CC(C)c1cccc(C(C)C)c1N1=C(CN2C=CN(C(C)C)[C]2->[Pd+2]<-1(<-[Cl-])<-[Cl-])c1ccccc1
51226,CC(C)N1C=CN(Cc2ccccc2)[C]1->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]1N(Cc2ccccc2)C=CN1C(C)C
51227,CC(C)c1cccc(C(C)C)c1NC(=O)CN1C=CN(C(C)C)[C]1->[Pd+2](<-[Cl-])(<-[Cl-])<-n1ccccc1
51228,CC(C)(C)NC(=O)CN1C=CN(C(C)(C)C)[C]1->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]1N(CC(=O)NC(C)(C)C)C=CN1C(C)(C)C
51229,O=P1(c2ccccn2)c2ccccn2->[Pd+2](<-[Cl-])(<-[Cl-])<-n2ccccc21
51230,CCCN1C=C2C=CC3=CN(CCC)[C]4->[IrH+2]567(<-[O-]C(=O)C(F)(F)F)(<-[C]1N2N34)<-C1=C->5CCC->6=C->7CC1
51231,CC(C)(C)C1CP(c2ccccc2)(c2ccccc2)->[Mo](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N(C)(C)N=1
51232,N#[N+][N-2]->[V+5]1(<-[O-2])(<-[N-2][N+]#N)(<-[N-2][N+]#N)<-n2ccccc2-c2ccccn->12
51233,C1C[NH+]2CCN1CC2.S=C=[N-]->[Zn+2](<-[Cl-])<-[N-]=C=S
51237,FC1(F)C(F)(F)[C-](F)(F)->[Ni+2]2(<-n3ccccc3-c3cccc(-c4ccccn4)n->23)<-[C-]1(F)F
51238,O=C1[O-]->[Ni+2]23<-N(CC1C(O)c1ccccc1)=C(c1ccccc1)c1ccccc1[N-]->2C(=O)C1CCCN->31Cc1ccccc1
51241,CCCCOc1ccc(N2=C3C(=N(c4ccc(OCCCC)cc4)->[Zn+2]<-2(<-[Cl-])<-[Cl-])c2cccc4cccc3c24)cc1
51242,COc1ccc(N2=C3C(=N(c4ccc(OC)cc4)->[Zn+2]<-2(<-[Cl-])<-[Cl-])c2cccc4cccc3c24)cc1
51243,COc1ccc(N2=C3C(=N(c4ccc(OC)cc4)->[Zn+2]<-2(<-[Cl-])<-[Cl-])c2cccc4cccc3c24)cc1
51244,CSc1ccc(N2=C3C(=N(c4ccc(SC)cc4)->[Zn+2]<-2(<-[Cl-])<-[Cl-])c2cccc4cccc3c24)cc1
51245,[Cl-]->[Zn+2]1(<-[Cl-])<-N(=C2C(=N->1c1ccc(Oc3ccccc3)cc1)c1cccc3cccc2c13)c1ccc(Oc2ccccc2)cc1
51246,Fc1ccc(N2=C3C(=N(c4ccc(F)cc4)->[Zn+2]<-2(<-[Cl-])<-[Cl-])c2cccc4cccc3c24)cc1
51248,[Cl-]->[Zn+2]1(<-[Cl-])<-N(=C2C(=N->1c1ccc(Br)cc1)c1cccc3cccc2c13)c1ccc(Br)cc1
51249,FC(F)(F)Oc1ccc(N2=C3C(=N(c4ccc(OC(F)(F)F)cc4)->[Zn+2]<-2(<-[Cl-])<-[Cl-])c2cccc4cccc3c24)cc1
51250,CP(C)(C)->[Fe+2]1(<-[CH3-])(<-[C-]#[O+])(<-[c-]2cccc(Cl)c2C=N->1c1ccccc1)<-P(C)(C)C
51251,CC1(C)CN(Cc2ccc3ccccc3n2)C2c3ccc4ccccc4n3->[Re+](<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N2C1
51252,CSCCN1Cc2n(C)c3ccccc3n2->[Cu+](<-[Cl-])<-n2c(C1)n(C)c1ccccc12
51253,CP1(C)CCP(C)(C)->[Mo+4]<-12(<-[O-2])(<-[I-])<-P(C)(C)CCP->2(C)C
51254,Cc1scc2C(=O)[O-]->[Ni+2]34(<-[O-]C(=O)c5csc(C)n->35)(<-n21)<-n1cccc2ccc3cccn->4c3c21
51255,Cc1ccc(-c2cccc(-c3ccc(C)cc3)[c-]2->[Ta+5](<-[Cl-])(<-[N-](C)C)(<-[N-](C)C)<-[N-](C)C)cc1
51256,Cc1ccc(-c2cccc(-c3ccc(C)cc3)[c-]2->[Ta+5](<-[CH3-])(<-[N-](C)C)(<-[N-](C)C)<-[N-](C)C)cc1
51257,C[CH2-]->[Ta+5](<-[c-]1c(-c2ccc(C)cc2)cccc1-c1ccc(C)cc1)(<-[N-](C)C)(<-[N-](C)C)<-[N-](C)C
51258,CC[CH2-]->[Ta+5](<-[c-]1c(-c2ccc(C)cc2)cccc1-c1ccc(C)cc1)(<-[N-](C)C)(<-[N-](C)C)<-[N-](C)C
51260,Cc1ccc(-c2cccc3-c4ccc(C)c[c-]4->[Ta+5](<-[c-]23)(<-[N-](C)C)(<-[N-](C)C)<-[N-](C)C)cc1
51261,Cc1ccc(-c2cccc(-c3ccc(C)cc3)[c-]2->[Ta+5](<-[Cl-])(<-[Cl-])(<-[N-](C)C)<-[N-](C)C)cc1
51262,Cc1ccc(-c2cccc(-c3ccc(C)cc3)[c-]2->[Ta+5](<-[CH3-])(<-[CH3-])(<-[N-](C)C)<-[N-](C)C)cc1
51263,CCn1c2ccc(-n3cncn3)cc2c2cc(-n3cn(->[Hg+2](<-[I-])<-[I-])cn3)ccc21
51264,C[CH2-]->[Ta+5](<-[CH2-]C)(<-[c-]1c(-c2ccc(C)cc2)cccc1-c1ccc(C)cc1)(<-[N-](C)C)<-[N-](C)C
51265,CC[CH2-]->[Ta+5](<-[CH2-]CC)(<-[c-]1c(-c2ccc(C)cc2)cccc1-c1ccc(C)cc1)(<-[N-](C)C)<-[N-](C)C
51266,Cc1ccc(-c2cccc3-c4ccc(C)c[c-]4->[Ta+5](<-[CH2-]C(C)(C)C)(<-[c-]23)(<-[N-](C)C)<-[N-](C)C)cc1
51267,CC(C)P1(c2cccc3c2O2->[Rh+]<-1(<-[c-]1ccccc1)<-P(c1cccc(c12)C3(C)C)(C(C)C)C(C)C)C(C)C
51268,CC(C)(C)c1ccc2N3C=CN(Cc4ccccc4)[C]3->[Pd+2]3(<-[CH2-]c4cccc5cccn->3c45)<-[O-]S(=O)(=O)c2c1
51269,Cc1cc(C)c(CN2C=CN3c4ccc(C(C)(C)C)cc4S(=O)(=O)[O-]->[Pd+2]4(<-[C]23)<-[c-]2ccccc2CN->4(C)C)c(C)c1
51270,[CH3-]->[Re+7](<-[O-2])(<-[O-2])<-[O-2].c1ccc2c(c1)CCN2
51271,Cc1ccc(S2c3cc(C(C)(C)C)ccc3N3c4ccc(C(C)(C)C)cc4S(=O)(c4ccc(C)cc4)->[Rh+3]<-3<-2(<-[Cl-])(<-[Cl-])<-[Cl-])cc1
51272,Cc1ccc(-c2cccc(-c3ccc(C)cc3)[c-]2->[Ta+5](<-[CH2-]C(C)(C)C)(<-[N-](C)C)(<-[N-](C)C)<-[N-](C)C)cc1
51275,O=C(O)c1ccc([N-]2C(=O)C[N-]3C(=O)C[N-]4C(=O)C[S-]->[Re+5]<-4<-3<-2<-[O-2])cc1
51276,O=C(O)c1ccccc1[N-]1C(=O)C[N-]2C(=O)C[N-]3C(=O)C[S-]->[Re+5]<-3<-2<-1<-[O-2]
51277,O=C1CN23CCCCN45CC(=O)[O-]->[Co+3]<-2<-4(<-[O-]1)(<-[O-]C(=O)C3)<-[O-]C(=O)C5
51279,O=[N+]([O-])c1ccccc1C=CC=N1CCN(=CC=Cc2ccccc2[N+](=O)[O-])->[Cu+]<-1(<-[N-]=C=S)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
51280,CN1N=CN(N(C)C)[C]1->[Ag+]<-[C]1N(C)N=CN1N(C)C
51281,CN1N=CN(N(C)C)[C]1->[Rh+]123(<-[Cl-])<-C4=C->1CCC->2=C->3CC4
51285,Cc1cc(C)c(NC(=O)CN2C=CN(c3c(C)cc(C)cc3C)[C]2->[Fe](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c(C)c1
51289,CC1n2cccn2->[Pt+4](<-[CH3-])(<-[CH3-])(<-[CH3-])(<-[I-])<-n2cccn21
51290,C[c-]12->[Nb+5]3456(<-[O-2])(<-[Cl-])(<-c7c->3c->4[c-]->5(C)c->67)<-c1ccc2
51291,S=C=[N-]->[Co+3]123(<-[N-]=C=S)<-n4ccccc4CN->1(Cc1ccccn->21)Cc1ccccn->31
51292,C[CH2-]->[Au+3](<-[CH3-])(<-[CH2-]C)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
51293,CC(C)OP1(->[Mo](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P2(OC(C)C)OCC(C)(C)CO2)OCC(C)(C)CO1
51294,CC(C)NP1(->[Mo](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P2(NC(C)C)OCC(C)(C)CO2)OCC(C)(C)CO1
51295,Cc1cccc[c-]1->[W+4]1234(<-[N-]=O)(<-[c-]5ccccc5C)<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C
51296,Cc1cccc[c-]1->[Mo+4]1234(<-[N-]=O)(<-[c-]5ccccc5C)<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C
51297,C(CN1CCOCC1)CN1CCOCC1.[Cl-]->[Hg+2]<-[Cl-]
51298,[Cl-]->[Zn+2]1(<-[Cl-])<-N2(CCCN->13CCOCC3)CCOCC2
51301,Cc1c[c-](->[Mo+4]2345(<-[N-]=O)(<-[N-]=O)<-c6(C)c->2(C)c->3(C)[c-]->4(C)c->56C)c(=O)oc1-c1ccccc1
51305,CN1(C)Cc2cccc[c-]2->[Cr+2]<-12(<-[c-]1ccccc1CN->2(C)C)<-n1ccccc1
51308,Cc1ccn(->[Ru+2]234(<-[O-]C(=O)c5cccc(-c6cccc(C(=O)[O-]->2)n->36)n->45)<-n2ccc(C)cc2)cc1
51309,[O+]#[C-]->[Mo]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P2(c3ccccc3)CCCP->1(c1ccccc1)OCCOCCOCCO2
51310,Cc1cccc(C)n1->[Ni+2](<-[Cl-])(<-[Cl-])<-n1c(C)cccc1C
51311,CN1CCN(C)C1=N1CCN(C)(C)->[Zn+2]<-1(<-[Cl-])<-[Cl-]
51312,OCP(c1ccccc1)(c1ccccc1)->[Cu+]1(<-[I-])<-n2c(-c3ccc4ccccc4n->13)ccc1ccccc12
51313,CC[N-](CC)->[W+6](<-[O-2])(<-[CH2-]C(C)(C)C)(<-[CH2-]C(C)(C)C)<-[CH2-]C(C)(C)C
51315,CC(C)(P(C1CCCCC1)C1CCCCC1)[c-]12->[Ti+4]3456789(<-[CH3-])(<-[CH3-])(<-c%10c->3c->4[cH-]->5c->6%10)<-c(c->7c->81)c->92
51317,CC(C)(P(C1CCCCC1)C1CCCCC1)[c-]12->[Ti+4]3456789(<-[Cl-])(<-[O-]c%10ccccc%10)(<-c%10c->3c->4[cH-]->5c->6%10)<-c(c->7c->81)c->92
51318,Cc1cccc(C)c1[O-]->[Ti+4]1234(<-[Cl-])(<-c5ccc[cH-]5)<-c5c->1c->2[c-]->3(C(C)(C)P(C1CCCCC1)C1CCCCC1)c->45
51319,COc1ccc([O-]->[Ti+4]23456789(<-[Cl-])(<-c%10c->2c->3[cH-]->4c->5%10)<-c2c->6c->7[c-]->8(C(C)(C)P(C3CCCCC3)C3CCCCC3)c->92)cc1
51320,CC1(C)[c-]23->[Ti+4]456789%10(<-[O-]c%11ccccc%11)(<-c%11c->4c->5[cH-]->6c->7%11)(<-c(c->8c->92)c->%103)<-P1(C1CCCCC1)C1CCCCC1
51321,COc1ccc([O-]->[Ti+4]23456789%10(<-c%11c->2c->3[cH-]->4c->5%11)<-c2c->6c->7[c-]->8(C(C)(C)P->9(C3CCCCC3)C3CCCCC3)c->%102)cc1
51322,CC(C)c1cccc(C(C)C)c1[N-]1CC2=CC=CC3=C4C=CC=N4->[Zr+4]<-1(<-[N-](C)C)(<-[N-](C)C)<-[N-]23
51323,COC(=O)C(Nc1ccccc1)=[C-](C(=O)OC)->[Pd+2](<-[c-]1ccccc1)(<-P(C)(C)C)<-P(C)(C)C
51324,CC(C)(C)[Si](O)([O-]->[Ti+4]1234(<-[Cl-])(<-[Cl-])<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C)C(C)(C)C
51325,CCOP(=O)(OCC)c1ccc(-c2cc3-c4cccc[c-]4->[Pt+2]4(<-[C-]#Cc5ccccc5)<-n5ccccc5-c(c2)n->43)cc1
51326,Cc12->[Ir+3]3456(<-[Cl-])(<-[O-]c7cccc8cccn->3c78)<-c1(C)c->4(C)[c-]->5(C)c->62C
51327,[CH3-]->[Pt+4]1(<-[CH3-])(<-[CH3-])(<-n2ccccc2)<-n2ccccc2-c2ccccn->12
51329,CCOC(=O)c1ccn(->[Pt+4]2(<-[CH3-])(<-[CH3-])(<-[CH3-])<-n3ccccc3-c3ccccn->23)cc1
51330,COc1ccn2->[Pt+4](<-[CH3-])(<-[CH3-])(<-[CH3-])(<-[I-])<-n3ccc(OC)cc3-c2c1
51332,[Br-]->[Ag+](<-S=c1[nH]c2ccccc2s1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
51333,Cc1cc(C)n2->[Rh+3]3(<-[Cl-])(<-[C-]#[N+]CC(C)(C)C)(<-[CH2-]CCCl)<-n4c(C)cc(C)n4[BH-](n12)n1c(C)cc(C)n->31
51334,Cc1cc(C)n2->[Rh+3]3(<-[Cl-])(<-[C-]#[N+]CC(C)(C)C)(<-[CH-](Cl)Cl)<-n4c(C)cc(C)n4[BH-](n12)n1c(C)cc(C)n->31
51335,CP(c1ccccc1)(c1ccccc1)->[Pt+2]12<-[c-]3c4cccc3CS->1CCCSCCCS->2C4
51336,CNC1N=N2C(C)=C(C)[N-]3c4cc(C(C)(C)C)cc(C(C)(C)C)c4[O-]->[Ni+2]<-2<-3<-S=1
51338,CNC1=NN2=C(C)C(C)N3=Cc4cc(C(C)(C)C)cc(C(C)(C)C)c4[O-]->[Ni+2]<-3<-2<-[S-]1
51339,C[Si]1(C)CP(c2ccccc2)(c2ccccc2)->[Ir+3]2(<-[CH3-])(<-[I-])(<-[I-])<-N1[Si](C)(C)CP->2(c1ccccc1)c1ccccc1
51342,CC(C)N1(Cc2cccc3C(CC(=O)c4ccccc4)P(c4ccccc4)(c4ccccc4)->[Pd+2]<-1(<-[O-][N+](=O)[O-])<-[c-]23)C(C)C
51345,CC(C)(C)P(O)(c1ccccc1)->[Ru+2](<-[Cl-])(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-P(O)(c1ccccc1)C(C)(C)C
51346,CC(C)(C)[N+]#[C-]->[Cr+2]1234(<-[C-]#[N+]C(C)(C)C)(<-[C-]#[N+]C(C)(C)C)(<-[C-]#[N+]C(C)(C)C)<-c5c->1c->2[cH-]->3c->45
51347,[Cl-]->[Au+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1-c1ccccc1
51348,[Br-]->[Au+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1-c1ccccc1
51349,[I-]->[Au+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1-c1ccccc1
51350,COc1cccc[c-]1->[Au+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1
51351,COc1cccc[c-]1->[Au+]<-P(c1ccccc1)(c1ccccc1)c1cccc2ccccc12
51352,Cc1ccc(S2(=O)=O->[Zn+2]345<-[N-]2CCCN->32CCCN->4CCCN->5CCC2)cc1
51355,CP(C)(C)=O->[W+6](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[N-2]Cl
51356,Cl[N-2]->[W+6](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-O=P(c1ccccc1)(c1ccccc1)c1ccccc1
51357,Cc1cc(C(C)(C)C)n2->[Ni+2]3(<-[N-]=C=S)<-n4c(C(C)(C)C)cc(C)n4[BH-](n12)n1c(C)cc(C(C)(C)C)n->31
51358,CCCCN1c2ccccc2N(CCCC)[C]1->[Au+]<-[Cl-]
51360,COc12->[Cr]3456(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c(c->3c->4c->51C1N(C)C3CCCCC3N1C)c->62
51363,Cn1ccc(N)n(->[Pt+2](<-N)(<-[Cl-])<-[Cl-])c1=O
51364,Cc1ccc([N-2]->[W+6]2345(<-[CH2-][Si](C)(C)C)(<-[N-2]c6ccc(C)cc6)<-c6(C)c->2(C)c->3(C)[c-]->4(C)c->56C)cc1
51365,CCn1cc(C)c(N)n(->[Pt+2](<-N)(<-[Cl-])<-[Cl-])c1=O
51366,Cn1ccc(N)n(->[Pt+2](<-N)(<-[I-])<-[I-])c1=O
51367,CN1C(=O)CSC1=NN1=C(N)c2ccccn2->[Zn+2]<-1(<-[Cl-])<-[Cl-]
51368,CCN1C(=O)CSC1=NN1=C(N)c2ccccn2->[Zn+2]<-1(<-[Cl-])<-[Cl-]
51369,CP(C)(C)->[Nb+5]12345(<-[Cl-])(<-[Cl-])<-[N-2]CCC[c-]->16c->2c->3c->4c->56
51370,NCCN1CCN->[Fe+2]<-1(<-[N-]=O)<-[N-]=O
51372,CC1=N(c2c(C(C)C)cccc2C(C)C)->[Pd+2](<-[CH3-])(<-[Cl-])<-N(c2c(C(C)C)cccc2C(C)C)C1(C)C
51373,C#CC(C#[C-]->[Co+3]123(<-[Cl-])<-N4CCCN->1CCN->2CCCN->3CC4)=C(C)C
51374,COP1(OC)O[Si](C)(OP(OC)(OC)->[Mo]<-1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c1ccccc1
51375,N#CC1=C(C#N)SCCS2->[Pt+2](<-[Cl-])(<-[Cl-])<-S(CCS1)CC2
51376,O=C1CO2c3ccccc3C=N3CCN4=Cc5ccccc5O5CC(=O)[O-]->[Zn+2]<-3<-4<-2<-5<-[O-]1
51377,NC1c2ccccn2->[Zn+2](<-[Cl-])(<-[Cl-])<-N=1N=C1NC(=O)CS1
51378,[Cl-]->[Ni+2]12<-N(=Cc3ccc[n-]->13)CCN->2c1ccccc1
51382,CC12c3ccccn3->[Mo+2]345(<-[O-]S(=O)(=O)C(F)(F)F)(<-n6ccccc61)<-n1ccccc1C(C)(c1cccc2n->31)c->41ccccn->51
51383,CC(C)C1N2->[Zn+2](<-[Cl-])(<-[Cl-])<-N3=C(c4ccccc4Nc4ccccc4C=2OC1(C)C)OCC3C(C)(C)C
51385,CC(C)N1[C](->[Cu+]<-[Cl-])N(C(C)C)C2C3c4ccccc4C(c4ccccc43)C21
51386,CC(C)(C)c1cc2-c3cccc4-c5c(Cl)ccc(Cl)[c-]5->[Zr+4]567(<-[CH2-]c->58ccccc8)(<-[CH2-]c->65ccccc->75)(<-[O-]c2c(C(C)(C)C)c1)<-n34
51387,Cc1cccc(C)c1[N-2]->[V+5]1(<-[Cl-])(<-[Cl-])<-n2ccccc2C[N-]->1c1c(C(C)C)cccc1C(C)C
51388,Cc1cccc(C)c1[N-2]->[V+5]1(<-[Cl-])(<-[Cl-])<-n2ccccc2C[N-]->1c1c(F)cccc1F
51389,Cc1cccc(C)c1[N-2]->[V+5]1(<-[CH2-][Si](C)(C)C)(<-[CH2-][Si](C)(C)C)<-n2ccccc2C[N-]->1c1c(C)cccc1C
51390,CC(C)c1cccc(C(C)C)c1[N-2]->[Zr+4]1234(<-[Cl-])(<-n5ccccc5)(<-n5ccccc5)<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C
51391,COP1(OC)O[Si](C)(C)OP(OC)(OC)->[Mn+]<-1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
51392,[Cl-]->[Zn+2]123(<-[Cl-])<-N4CCCN->1CCN->2CCCN->3CC4
51393,O=C1[O-]->[Ru+2]23(<-[Cl-])(<-n4ccccc4-c4cccc(-c5ccccn->25)n->34)<-n2c(O)cccc21
51394,CC1c2c3ccccc3cc[c-]2->[Pd+2]2(<-[O-]C(=O)CC(c3ccccc3)P->2(c2ccccc2)c2ccccc2)<-N1(C)C
51395,COC(=O)CC(c1ccccc1)P(->[Au+]<-[Cl-])(c1ccccc1)c1ccccc1
51396,CCS1c2ccccc2CN23CCN(=C(N(C)C)N(C)C)->[Cu+]<-1<-2<-N(CC3)=C(N(C)C)N(C)C
51397,CC1=N(c2c(C)cc(C)cc2C(c2ccccc2)c2ccccc2)->[Pd+2](<-[Cl-])(<-[Cl-])<-OC1(C)C
51398,CC(=O)[O-]->[Pd+2]1(<-[Cl-])<-OC(C)(C(c2ccccc2)=N->1c1c(C(C)C)cccc1C(C)C)c1ccccc1
51399,[O+]#[C-]->[Ru+2]1234(<-[C-]#[O+])(<-NCc5ccccc5)<-c5c->1c->2[cH-]->3c->45
51400,CN(C)C=CC(=O)c1ccn(->[Cd+2](<-[I-])(<-[I-])<-n2ccc(C(=O)C=CN(C)C)cc2)cc1.O.O
51401,Cc1ccc2[N-]3C(=O)c4ccccn4->[Co+3]<-34(<-n3ccn(C)c3)(<-n3ccn(C)c3)<-n3ccccc3C(=O)[N-]->4c2c1
51402,CC1C=[CH-]->[RuH+]23(<-O=1)<-O1c4c(cccc4P->2(C(C)C)C(C)C)C(C)(C)c2cccc(P->3(C(C)C)C(C)C)c21
51403,CC(C)P1(c2cccc3c2O2->[OsH2]<-1(<-[C-]#[O+])<-P(c1cccc(c12)C3(C)C)(C(C)C)C(C)C)C(C)C
51404,[O+]#[C-]->[Ir+](<-[Cl-])(<-P(OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)<-P(OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F
51405,CN1(C)CC[c-]23->[Mo+2]<-1456789(<-[C-]#[O+])(<-C1=C->4C->5=C->6CC1)<-c(c->7c->82)c->93
51406,[Cl-]->[Ni+2]12(<-[Cl-])<-n3cn4ccccc4c3-c3cccc(-c4c5ccccn5cn->14)n->23
51407,C=CS1(=O)C2CC3C(C)=C(C)C2P3(c2ccccc2)->[Pt+2]<-1(<-[Cl-])<-[Cl-]
51408,CC1=C(C)C2C3S(=O)(c4ccccc4)->[Pt+2]4(<-[c-]5ccc6ccccc6c5C(C)N->4(C)C)<-P2(c2ccccc2)C1C3
51409,CC1=C(C)C2C3S(=O)(c4ccccc4)->[Pt+2](<-[Cl-])(<-[Cl-])<-P2(c2ccccc2)C1C3
51410,CC1=C(C)C2C3S(=O)(c4ccccc4)->[Pt+2]4(<-[c-]5ccc6ccccc6c5C(C)N->4(C)C)<-P2(c2ccccc2)C1C3
